,pathway,program,gene,cellline,perturbation
1,IFNG,IFNG_program1_down,BATF2,K562,JAK2
1,IFNG,IFNG_program1_down,SFMBT2,K562,JAK2
1,IFNG,IFNG_program1_down,CNDP2,K562,JAK2
1,IFNG,IFNG_program1_down,USF1,K562,JAK2
1,IFNG,IFNG_program1_down,DRAM1,K562,JAK2
1,IFNG,IFNG_program1_down,PSMA2,K562,JAK2
1,IFNG,IFNG_program1_down,CUL2,K562,JAK2
1,IFNG,IFNG_program1_down,RBM47,K562,JAK2
1,IFNG,IFNG_program1_down,DNPEP,K562,JAK2
1,IFNG,IFNG_program1_down,HPS3,K562,JAK2
1,IFNG,IFNG_program1_down,UHMK1,K562,JAK2
1,IFNG,IFNG_program1_down,GTPBP1,K562,JAK2
1,IFNG,IFNG_program1_down,MUC16,K562,JAK2
1,IFNG,IFNG_program1_down,USP33,K562,JAK2
1,IFNG,IFNG_program1_down,RAB27A,K562,JAK2
1,IFNG,IFNG_program1_down,PHC3,K562,JAK2
1,IFNG,IFNG_program1_down,MLLT3,K562,JAK2
1,IFNG,IFNG_program1_down,TESK2,K562,JAK2
1,IFNG,IFNG_program1_down,PATL1,K562,JAK2
1,IFNG,IFNG_program1_down,CXCL11,K562,JAK2
1,IFNG,IFNG_program1_down,C1RL-AS1,K562,JAK2
1,IFNG,IFNG_program1_down,RNF19A,K562,JAK2
1,IFNG,IFNG_program1_down,LPP,K562,JAK2
1,IFNG,IFNG_program1_down,B4GALT5,K562,JAK2
1,IFNG,IFNG_program1_down,SLFN5,K562,JAK2
1,IFNG,IFNG_program1_down,PSME1,K562,JAK2
1,IFNG,IFNG_program1_down,KARS,K562,JAK2
1,IFNG,IFNG_program1_down,BTN3A2,K562,JAK2
1,IFNG,IFNG_program1_down,CEP162,K562,JAK2
1,IFNG,IFNG_program1_down,ERP44,K562,JAK2
1,IFNG,IFNG_program1_down,IFNAR2,K562,JAK2
1,IFNG,IFNG_program1_down,KIF13A,K562,JAK2
1,IFNG,IFNG_program1_down,SCN9A,K562,JAK2
1,IFNG,IFNG_program1_down,IGF2BP2,K562,JAK2
1,IFNG,IFNG_program1_down,VPS54,K562,JAK2
1,IFNG,IFNG_program1_down,PSMB2,K562,JAK2
1,IFNG,IFNG_program1_down,POMP,K562,JAK2
1,IFNG,IFNG_program1_down,MBOAT1,K562,JAK2
1,IFNG,IFNG_program1_down,C2orf42,K562,JAK2
1,IFNG,IFNG_program1_down,HK1,K562,JAK2
1,IFNG,IFNG_program1_down,LINC01138,K562,JAK2
1,IFNG,IFNG_program1_down,CDCP1,K562,JAK2
1,IFNG,IFNG_program1_down,RHBDF2,K562,JAK2
1,IFNG,IFNG_program1_down,HSPA5,K562,JAK2
1,IFNG,IFNG_program1_down,ZNF267,K562,JAK2
1,IFNG,IFNG_program1_down,RPS6KA5,K562,JAK2
1,IFNG,IFNG_program1_down,ZEB1,K562,JAK2
1,IFNG,IFNG_program1_down,CPQ,K562,JAK2
1,IFNG,IFNG_program1_down,SPSB1,K562,JAK2
1,IFNG,IFNG_program1_down,ACSL5,K562,JAK2
1,IFNG,IFNG_program1_down,LINC02577,K562,JAK2
1,IFNG,IFNG_program1_down,CXCL10,K562,JAK2
1,IFNG,IFNG_program1_down,HSD17B12,K562,JAK2
1,IFNG,IFNG_program1_down,KIF2A,K562,JAK2
1,IFNG,IFNG_program1_down,SNTB2,K562,JAK2
1,IFNG,IFNG_program1_down,GBP1P1,K562,JAK2
1,IFNG,IFNG_program1_down,CYLD,K562,JAK2
1,IFNG,IFNG_program1_down,MVP,K562,JAK2
1,IFNG,IFNG_program1_down,TRIM69,K562,JAK2
1,IFNG,IFNG_program1_down,TNFAIP8,K562,JAK2
1,IFNG,IFNG_program1_down,CALR,K562,JAK2
1,IFNG,IFNG_program1_down,ZC3H7B,K562,JAK2
1,IFNG,IFNG_program1_down,TRIB2,K562,JAK2
1,IFNG,IFNG_program1_down,ARHGAP6,K562,JAK2
1,IFNG,IFNG_program1_down,RNF24,K562,JAK2
1,IFNG,IFNG_program1_down,TMEM140,K562,JAK2
1,IFNG,IFNG_program1_down,IFI35,K562,JAK2
1,IFNG,IFNG_program1_down,DOCK4,K562,JAK2
1,IFNG,IFNG_program1_down,ISG20,K562,JAK2
1,IFNG,IFNG_program1_down,DNAJC1,K562,JAK2
1,IFNG,IFNG_program1_down,PARP14,K562,STAT1
1,IFNG,IFNG_program1_down,WARS,K562,STAT1
1,IFNG,IFNG_program1_down,STAT1,K562,STAT1
1,IFNG,IFNG_program1_down,RNF213,K562,STAT1
1,IFNG,IFNG_program1_down,IRF1,K562,STAT1
1,IFNG,IFNG_program1_down,NLRC5,K562,STAT1
1,IFNG,IFNG_program1_down,TAP2,K562,STAT1
1,IFNG,IFNG_program1_down,GBP1,K562,STAT1
1,IFNG,IFNG_program1_down,TAP1,K562,STAT1
1,IFNG,IFNG_program1_down,LAP3,K562,STAT1
1,IFNG,IFNG_program1_down,PARP9,K562,STAT1
1,IFNG,IFNG_program1_down,APOL6,K562,STAT1
1,IFNG,IFNG_program1_down,AC116366.3,K562,STAT1
1,IFNG,IFNG_program1_down,B2M,K562,STAT1
1,IFNG,IFNG_program1_down,HLA-E,K562,STAT1
1,IFNG,IFNG_program1_down,XRN1,K562,STAT1
1,IFNG,IFNG_program1_down,SP100,K562,STAT1
1,IFNG,IFNG_program1_down,ZC3HAV1,K562,STAT1
1,IFNG,IFNG_program1_down,GBP4,K562,STAT1
1,IFNG,IFNG_program1_down,APOL2,K562,STAT1
1,IFNG,IFNG_program1_down,SAMHD1,K562,STAT1
1,IFNG,IFNG_program1_down,STAT2,K562,STAT1
1,IFNG,IFNG_program1_down,TAPBP,K562,STAT1
1,IFNG,IFNG_program1_down,GBP2,K562,STAT1
1,IFNG,IFNG_program1_down,DPYD,K562,STAT1
1,IFNG,IFNG_program1_down,VPS13C,K562,STAT1
1,IFNG,IFNG_program1_down,HLA-B,K562,STAT1
1,IFNG,IFNG_program1_down,APOL1,K562,STAT1
1,IFNG,IFNG_program1_down,SP110,K562,STAT1
1,IFNG,IFNG_program1_down,DTX3L,K562,STAT1
1,IFNG,IFNG_program1_down,ERAP1,K562,STAT1
1,IFNG,IFNG_program1_down,PARP12,K562,STAT1
1,IFNG,IFNG_program1_down,ERAP2,K562,STAT1
1,IFNG,IFNG_program1_down,NUB1,K562,STAT1
1,IFNG,IFNG_program1_down,DDX60,K562,STAT1
1,IFNG,IFNG_program1_down,LINC02100,K562,STAT1
1,IFNG,IFNG_program1_down,CFH,K562,STAT1
1,IFNG,IFNG_program1_down,SYNE2,K562,STAT1
1,IFNG,IFNG_program1_down,IDO1,K562,STAT1
1,IFNG,IFNG_program1_down,ADAR,K562,STAT1
1,IFNG,IFNG_program1_down,CIITA,K562,STAT1
1,IFNG,IFNG_program1_down,OAS3,K562,STAT1
1,IFNG,IFNG_program1_down,PML,K562,STAT1
1,IFNG,IFNG_program1_down,IFIT3,K562,STAT1
1,IFNG,IFNG_program1_down,DDX58,K562,STAT1
1,IFNG,IFNG_program1_down,ZNFX1,K562,STAT1
1,IFNG,IFNG_program1_down,MYCBP2,K562,STAT1
1,IFNG,IFNG_program1_down,XAF1,K562,STAT1
1,IFNG,IFNG_program1_down,JAK2,K562,STAT1
1,IFNG,IFNG_program1_down,PSME2,K562,STAT1
1,IFNG,IFNG_program1_down,PLSCR1,K562,STAT1
1,IFNG,IFNG_program1_down,ICAM1,K562,STAT1
1,IFNG,IFNG_program1_down,DDX60L,K562,STAT1
1,IFNG,IFNG_program1_down,DOCK9,K562,STAT1
1,IFNG,IFNG_program1_down,CASP8,K562,STAT1
1,IFNG,IFNG_program1_down,UBE2L6,K562,STAT1
1,IFNG,IFNG_program1_down,AC016831.1,K562,STAT1
1,IFNG,IFNG_program1_down,IL15,K562,STAT1
1,IFNG,IFNG_program1_down,SP140L,K562,STAT1
1,IFNG,IFNG_program1_down,NAMPT,K562,STAT1
1,IFNG,IFNG_program1_down,STAT3,K562,STAT1
1,IFNG,IFNG_program1_down,TRIM22,K562,STAT1
1,IFNG,IFNG_program1_down,IFIH1,K562,STAT1
1,IFNG,IFNG_program1_down,EIF2AK2,K562,STAT1
1,IFNG,IFNG_program1_down,ALPK1,K562,STAT1
1,IFNG,IFNG_program1_down,CD47,K562,STAT1
1,IFNG,IFNG_program1_down,NMI,K562,STAT1
1,IFNG,IFNG_program1_down,TRIM56,K562,STAT1
1,IFNG,IFNG_program1_down,NEAT1,K562,STAT1
1,IFNG,IFNG_program1_down,DGLUCY,K562,STAT1
1,IFNG,IFNG_program1_down,TRIM25,K562,STAT1
1,IFNG,IFNG_program1_down,SMCHD1,K562,STAT1
1,IFNG,IFNG_program1_down,OPTN,K562,STAT1
1,IFNG,IFNG_program1_down,DYNC1H1,K562,STAT1
1,IFNG,IFNG_program1_down,HLA-A,K562,STAT1
1,IFNG,IFNG_program1_down,HLA-C,K562,STAT1
1,IFNG,IFNG_program1_down,UBA6,K562,STAT1
1,IFNG,IFNG_program1_down,EPSTI1,K562,STAT1
1,IFNG,IFNG_program1_down,PSMB9,K562,STAT1
1,IFNG,IFNG_program1_down,PARP8,K562,STAT1
1,IFNG,IFNG_program1_down,SMG1,K562,STAT1
1,IFNG,IFNG_program1_down,GBP5,K562,STAT1
1,IFNG,IFNG_program1_down,GBP3,K562,STAT1
1,IFNG,IFNG_program1_down,GOLM1,K562,STAT1
1,IFNG,IFNG_program1_down,CD74,K562,STAT1
1,IFNG,IFNG_program1_down,PLCH1,K562,STAT1
1,IFNG,IFNG_program1_down,USP15,K562,STAT1
1,IFNG,IFNG_program1_down,TGM2,K562,STAT1
1,IFNG,IFNG_program1_down,TOP1,K562,STAT1
1,IFNG,IFNG_program1_down,CD2AP,K562,STAT1
1,IFNG,IFNG_program1_down,IRF9,K562,STAT1
1,IFNG,IFNG_program1_down,AC005515.1,K562,STAT1
1,IFNG,IFNG_program1_down,SIPA1L1,K562,STAT1
1,IFNG,IFNG_program1_down,LMO7,K562,STAT1
1,IFNG,IFNG_program1_down,WDR25,K562,STAT1
1,IFNG,IFNG_program1_down,SAMD9L,K562,STAT1
1,IFNG,IFNG_program1_down,RBCK1,K562,STAT1
1,IFNG,IFNG_program1_down,MOV10,K562,STAT1
1,IFNG,IFNG_program1_down,CTSS,K562,STAT1
1,IFNG,IFNG_program1_down,AL050403.2,K562,STAT1
1,IFNG,IFNG_program1_down,IL15RA,K562,STAT1
1,IFNG,IFNG_program1_down,ATXN7,K562,STAT1
1,IFNG,IFNG_program1_down,FOXP1,K562,STAT1
1,IFNG,IFNG_program1_down,AFF1,K562,STAT1
1,IFNG,IFNG_program1_down,TRAFD1,K562,STAT1
1,IFNG,IFNG_program1_down,IFI16,K562,STAT1
1,IFNG,IFNG_program1_down,IL18BP,K562,STAT1
1,IFNG,IFNG_program1_down,IRF2,K562,STAT1
1,IFNG,IFNG_program1_down,HELB,K562,STAT1
1,IFNG,IFNG_program1_down,OAS2,K562,STAT1
1,IFNG,IFNG_program1_down,CD274,K562,STAT1
1,IFNG,IFNG_program1_down,AC005515.2,K562,STAT1
1,IFNG,IFNG_program1_down,RNF19B,K562,STAT1
1,IFNG,IFNG_program1_down,AF117829.1,K562,STAT1
1,IFNG,IFNG_program1_down,MUC4,K562,STAT1
1,IFNG,IFNG_program1_down,TSHZ2,K562,STAT1
1,IFNG,IFNG_program1_down,BACH1,K562,STAT1
1,IFNG,IFNG_program1_down,MX1,K562,STAT1
1,IFNG,IFNG_program1_down,SAMD9,K562,STAT1
1,IFNG,IFNG_program1_down,SLC9A7,K562,STAT1
1,IFNG,IFNG_program1_down,GSAP,K562,STAT1
1,IFNG,IFNG_program1_down,EFR3A,K562,STAT1
1,IFNG,IFNG_program1_down,HERC6,K562,STAT1
1,IFNG,IFNG_program1_down,FAM111A,K562,STAT1
1,IFNG,IFNG_program1_down,HDAC4,K562,STAT1
1,IFNG,IFNG_program1_down,DENND1A,K562,STAT1
1,IFNG,IFNG_program1_down,BAZ1A,K562,STAT1
1,IFNG,IFNG_program1_down,PSMA5,K562,STAT1
1,IFNG,IFNG_program1_down,CDC42SE2,K562,STAT1
1,IFNG,IFNG_program1_down,CALCOCO2,K562,STAT1
1,IFNG,IFNG_program1_down,BBX,K562,STAT1
1,IFNG,IFNG_program1_down,LGALS3BP,K562,STAT1
1,IFNG,IFNG_program1_down,ETV6,K562,STAT1
1,IFNG,IFNG_program1_down,TDRD7,K562,STAT1
1,IFNG,IFNG_program1_down,ARNTL2,K562,STAT1
1,IFNG,IFNG_program1_down,TRIM38,K562,STAT1
1,IFNG,IFNG_program1_down,GSTK1,K562,STAT1
1,IFNG,IFNG_program1_down,DNAJA1,K562,STAT1
1,IFNG,IFNG_program1_down,CASP7,K562,STAT1
1,IFNG,IFNG_program1_down,ANKFY1,K562,STAT1
1,IFNG,IFNG_program1_down,SPATS2L,K562,STAT1
1,IFNG,IFNG_program1_down,WDFY1,K562,STAT1
1,IFNG,IFNG_program1_down,DENND4A,K562,STAT1
1,IFNG,IFNG_program1_down,AC016831.7,K562,STAT1
1,IFNG,IFNG_program1_down,IFI44L,K562,STAT1
1,IFNG,IFNG_program1_down,MCUB,K562,STAT1
1,IFNG,IFNG_program1_down,CACNA2D1,K562,STAT1
1,IFNG,IFNG_program1_down,CADPS2,K562,STAT1
1,IFNG,IFNG_program1_down,UBR2,K562,STAT1
1,IFNG,IFNG_program1_down,USP42,K562,STAT1
1,IFNG,IFNG_program1_down,VMP1,K562,STAT1
1,IFNG,IFNG_program1_down,RFX3,K562,STAT1
1,IFNG,IFNG_program1_down,PATL2,K562,STAT1
1,IFNG,IFNG_program1_down,SLC12A7,K562,STAT1
1,IFNG,IFNG_program1_down,XPR1,K562,STAT1
1,IFNG,IFNG_program1_down,BTN3A3,K562,STAT1
1,IFNG,IFNG_program1_down,BTN3A1,K562,STAT1
1,IFNG,IFNG_program1_down,NOD1,K562,STAT1
1,IFNG,IFNG_program1_down,CSF1,K562,STAT1
1,IFNG,IFNG_program1_down,PSMA4,K562,STAT1
1,IFNG,IFNG_program1_down,TBC1D1,K562,STAT1
1,IFNG,IFNG_program1_down,HLA-F,K562,STAT1
1,IFNG,IFNG_program1_down,TRIM31,K562,STAT1
1,IFNG,IFNG_program1_down,SERPING1,K562,STAT1
1,IFNG,IFNG_program1_down,GCH1,K562,STAT1
1,IFNG,IFNG_program1_down,CCNL1,K562,STAT1
1,IFNG,IFNG_program1_down,MLKL,K562,STAT1
1,IFNG,IFNG_program1_down,TRIM26,K562,STAT1
1,IFNG,IFNG_program1_down,C1S,K562,STAT1
1,IFNG,IFNG_program1_down,NUDCD1,K562,STAT1
1,IFNG,IFNG_program1_down,OGFR,K562,STAT1
1,IFNG,IFNG_program1_down,PSMA6,K562,STAT1
1,IFNG,IFNG_program1_down,CXCL9,K562,STAT1
1,IFNG,IFNG_program1_down,NUCB1,K562,STAT1
1,IFNG,IFNG_program1_down,FSTL4,K562,STAT1
1,IFNG,IFNG_program1_down,RIPK2,K562,STAT1
1,IFNG,IFNG_program1_down,LINC02328,K562,STAT1
1,IFNG,IFNG_program1_down,TRIM14,K562,STAT1
1,IFNG,IFNG_program1_down,PCYT1A,K562,STAT1
1,IFNG,IFNG_program1_down,NBN,K562,STAT1
1,IFNG,IFNG_program1_down,EXT1,K562,STAT1
1,IFNG,IFNG_program1_down,SBNO2,K562,STAT1
1,IFNG,IFNG_program1_down,FMNL2,K562,STAT1
1,IFNG,IFNG_program1_down,PARD3,K562,STAT1
1,IFNG,IFNG_program1_down,LINS1,K562,STAT1
1,IFNG,IFNG_program1_down,AL157871.4,K562,STAT1
1,IFNG,IFNG_program1_down,PPP1R12A,K562,STAT1
1,IFNG,IFNG_program1_down,TRANK1,K562,STAT1
1,IFNG,IFNG_program1_down,SOD2,K562,STAT1
1,IFNG,IFNG_program1_down,ASCC3,K562,STAT1
1,IFNG,IFNG_program1_down,MMP25-AS1,K562,STAT1
1,IFNG,IFNG_program1_down,HELZ2,K562,STAT1
1,IFNG,IFNG_program1_down,GPR158,K562,STAT1
1,IFNG,IFNG_program1_down,PDIA3,K562,STAT1
1,IFNG,IFNG_program1_down,MAX,K562,STAT1
1,IFNG,IFNG_program1_down,HAPLN3,K562,STAT1
1,IFNG,IFNG_program1_down,OTUD4,K562,STAT1
1,IFNG,IFNG_program1_down,DENND5A,K562,STAT1
1,IFNG,IFNG_program1_down,ECPAS,K562,STAT1
1,IFNG,IFNG_program1_down,C5orf15,K562,STAT1
1,IFNG,IFNG_program1_down,LIFR,K562,STAT1
1,IFNG,IFNG_program1_down,FRMD5,K562,STAT1
1,IFNG,IFNG_program1_down,ELOVL7,K562,STAT1
1,IFNG,IFNG_program1_down,HIF1A,K562,STAT1
1,IFNG,IFNG_program1_down,ETV7,K562,STAT1
1,IFNG,IFNG_program1_down,CASP10,K562,STAT1
1,IFNG,IFNG_program1_down,CCDC68,K562,STAT1
1,IFNG,IFNG_program1_down,IFI44,K562,STAT1
1,IFNG,IFNG_program1_down,APOL3,K562,STAT1
1,IFNG,IFNG_program1_down,SLC25A28,K562,STAT1
1,IFNG,IFNG_program1_down,TRIM5,K562,STAT1
1,IFNG,IFNG_program1_down,SETX,K562,STAT1
1,IFNG,IFNG_program1_down,SLC30A7,K562,STAT1
1,IFNG,IFNG_program1_down,RALB,K562,STAT1
1,IFNG,IFNG_program1_down,ARID5B,K562,STAT1
1,IFNG,IFNG_program1_down,PHF11,K562,STAT1
1,IFNG,IFNG_program1_down,STK3,K562,STAT1
1,IFNG,IFNG_program1_down,SPTLC3,K562,STAT1
1,IFNG,IFNG_program1_down,TRIM44,K562,STAT1
1,IFNG,IFNG_program1_down,RAB27B,K562,STAT1
1,IFNG,IFNG_program1_down,FNDC3B,K562,STAT1
1,IFNG,IFNG_program1_down,VRK2,K562,STAT1
1,IFNG,IFNG_program1_down,PPA1,K562,STAT1
1,IFNG,IFNG_program1_down,NCOA7,K562,STAT1
1,IFNG,IFNG_program1_down,NFIX,K562,STAT1
1,IFNG,IFNG_program1_down,LPGAT1,K562,STAT1
1,IFNG,IFNG_program1_down,PSMA3,K562,STAT1
1,IFNG,IFNG_program1_down,MYO5B,K562,STAT1
1,IFNG,IFNG_program1_down,MCL1,K562,STAT1
1,IFNG,IFNG_program1_down,NRP1,K562,STAT1
1,IFNG,IFNG_program1_down,BATF2,K562,STAT1
1,IFNG,IFNG_program1_down,SFMBT2,K562,STAT1
1,IFNG,IFNG_program1_down,CNDP2,K562,STAT1
1,IFNG,IFNG_program1_down,USF1,K562,STAT1
1,IFNG,IFNG_program1_down,DRAM1,K562,STAT1
1,IFNG,IFNG_program1_down,PSMA2,K562,STAT1
1,IFNG,IFNG_program1_down,CUL2,K562,STAT1
1,IFNG,IFNG_program1_down,RBM47,K562,STAT1
1,IFNG,IFNG_program1_down,DNPEP,K562,STAT1
1,IFNG,IFNG_program1_down,HPS3,K562,STAT1
1,IFNG,IFNG_program1_down,UHMK1,K562,STAT1
1,IFNG,IFNG_program1_down,GTPBP1,K562,STAT1
1,IFNG,IFNG_program1_down,MUC16,K562,STAT1
1,IFNG,IFNG_program1_down,USP33,K562,STAT1
1,IFNG,IFNG_program1_down,RAB27A,K562,STAT1
1,IFNG,IFNG_program1_down,PHC3,K562,STAT1
1,IFNG,IFNG_program1_down,MLLT3,K562,STAT1
1,IFNG,IFNG_program1_down,TESK2,K562,STAT1
1,IFNG,IFNG_program1_down,PATL1,K562,STAT1
1,IFNG,IFNG_program1_down,CXCL11,K562,STAT1
1,IFNG,IFNG_program1_down,C1RL-AS1,K562,STAT1
1,IFNG,IFNG_program1_down,RNF19A,K562,STAT1
1,IFNG,IFNG_program1_down,LPP,K562,STAT1
1,IFNG,IFNG_program1_down,B4GALT5,K562,STAT1
1,IFNG,IFNG_program1_down,SLFN5,K562,STAT1
1,IFNG,IFNG_program1_down,PSME1,K562,STAT1
1,IFNG,IFNG_program1_down,KARS,K562,STAT1
1,IFNG,IFNG_program1_down,BTN3A2,K562,STAT1
1,IFNG,IFNG_program1_down,CEP162,K562,STAT1
1,IFNG,IFNG_program1_down,ERP44,K562,STAT1
1,IFNG,IFNG_program1_down,IFNAR2,K562,STAT1
1,IFNG,IFNG_program1_down,KIF13A,K562,STAT1
1,IFNG,IFNG_program1_down,SCN9A,K562,STAT1
1,IFNG,IFNG_program1_down,IGF2BP2,K562,STAT1
1,IFNG,IFNG_program1_down,VPS54,K562,STAT1
1,IFNG,IFNG_program1_down,PSMB2,K562,STAT1
1,IFNG,IFNG_program1_down,POMP,K562,STAT1
1,IFNG,IFNG_program1_down,MBOAT1,K562,STAT1
1,IFNG,IFNG_program1_down,C2orf42,K562,STAT1
1,IFNG,IFNG_program1_down,HK1,K562,STAT1
1,IFNG,IFNG_program1_down,LINC01138,K562,STAT1
1,IFNG,IFNG_program1_down,CDCP1,K562,STAT1
1,IFNG,IFNG_program1_down,RHBDF2,K562,STAT1
1,IFNG,IFNG_program1_down,HSPA5,K562,STAT1
1,IFNG,IFNG_program1_down,ZNF267,K562,STAT1
1,IFNG,IFNG_program1_down,RPS6KA5,K562,STAT1
1,IFNG,IFNG_program1_down,ZEB1,K562,STAT1
1,IFNG,IFNG_program1_down,CPQ,K562,STAT1
1,IFNG,IFNG_program1_down,SPSB1,K562,STAT1
1,IFNG,IFNG_program1_down,ACSL5,K562,STAT1
1,IFNG,IFNG_program1_down,LINC02577,K562,STAT1
1,IFNG,IFNG_program1_down,CXCL10,K562,STAT1
1,IFNG,IFNG_program1_down,HSD17B12,K562,STAT1
1,IFNG,IFNG_program1_down,KIF2A,K562,STAT1
1,IFNG,IFNG_program1_down,SNTB2,K562,STAT1
1,IFNG,IFNG_program1_down,GBP1P1,K562,STAT1
1,IFNG,IFNG_program1_down,CYLD,K562,STAT1
1,IFNG,IFNG_program1_down,MVP,K562,STAT1
1,IFNG,IFNG_program1_down,TRIM69,K562,STAT1
1,IFNG,IFNG_program1_down,TNFAIP8,K562,STAT1
1,IFNG,IFNG_program1_down,CALR,K562,STAT1
1,IFNG,IFNG_program1_down,ZC3H7B,K562,STAT1
1,IFNG,IFNG_program1_down,TRIB2,K562,STAT1
1,IFNG,IFNG_program1_down,ARHGAP6,K562,STAT1
1,IFNG,IFNG_program1_down,RNF24,K562,STAT1
1,IFNG,IFNG_program1_down,TMEM140,K562,STAT1
1,IFNG,IFNG_program1_down,IFI35,K562,STAT1
1,IFNG,IFNG_program1_down,DOCK4,K562,STAT1
1,IFNG,IFNG_program1_down,ISG20,K562,STAT1
1,IFNG,IFNG_program1_down,DNAJC1,K562,STAT1
1,IFNG,IFNG_program1_down,PARP14,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,WARS,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,STAT1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,RNF213,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,IRF1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,NLRC5,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,TAP2,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,GBP1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,TAP1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,LAP3,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,PARP9,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,APOL6,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,AC116366.3,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,B2M,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,HLA-E,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,XRN1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,SP100,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,ZC3HAV1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,GBP4,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,APOL2,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,SAMHD1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,STAT2,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,TAPBP,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,GBP2,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,DPYD,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,VPS13C,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,HLA-B,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,APOL1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,SP110,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,DTX3L,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,ERAP1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,PARP12,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,ERAP2,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,NUB1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,DDX60,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,LINC02100,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,CFH,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,SYNE2,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,IDO1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,ADAR,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,CIITA,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,OAS3,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,PML,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,IFIT3,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,DDX58,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,ZNFX1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,MYCBP2,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,XAF1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,JAK2,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,PSME2,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,PLSCR1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,ICAM1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,DDX60L,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,DOCK9,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,CASP8,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,UBE2L6,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,AC016831.1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,IL15,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,SP140L,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,NAMPT,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,STAT3,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,TRIM22,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,IFIH1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,EIF2AK2,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,ALPK1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,CD47,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,NMI,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,TRIM56,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,NEAT1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,DGLUCY,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,TRIM25,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,SMCHD1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,OPTN,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,DYNC1H1,MCF7,IFNGR1
1,IFNG,IFNG_program1_down,HLA-A,MCF7,IFNGR1
